count,country_1,lin,sum,percentage,month
1,Netherlands,B.1.131,930,0.10752688172043011,2020-11
1,Netherlands,B.1.160.13,930,0.10752688172043011,2020-11
253,Netherlands,B.1.177,930,27.204301075268816,2020-11
1,Netherlands,B.1.177.16,930,0.10752688172043011,2020-11
1,Netherlands,B.1.1.286,930,0.10752688172043011,2020-11
1,New Zealand,B.1.36.24,51,1.9607843137254901,2020-11
1,New Zealand,B.1.214,51,1.9607843137254901,2020-11
9,New Zealand,B.1.36,51,17.647058823529413,2020-11
1,New Zealand,B.1.36.31,51,1.9607843137254901,2020-11
3,New Zealand,B.1.2,51,5.88235294117647,2020-11
1,New Zealand,B.1.456,51,1.9607843137254901,2020-11
5,New Zealand,B.1.471,51,9.803921568627452,2020-11
1,New Zealand,N.4,51,1.9607843137254901,2020-11
1,New Zealand,B.1.36.39,51,1.9607843137254901,2020-11
2,New Zealand,B.1.177.81,51,3.9215686274509802,2020-11
1,New Zealand,B.1.177.51,51,1.9607843137254901,2020-11
1,New Zealand,B.1.177.56,51,1.9607843137254901,2020-11
2,New Zealand,B.1.177.57,51,3.9215686274509802,2020-11
1,New Zealand,B.1.177.20,51,1.9607843137254901,2020-11
1,New Zealand,B.1.177,51,1.9607843137254901,2020-11
1,New Zealand,B.1.160,51,1.9607843137254901,2020-11
1,New Zealand,B.1.1.312,51,1.9607843137254901,2020-11
2,New Zealand,B.1.1.25,51,3.9215686274509802,2020-11
4,New Zealand,B.1.1.207,51,7.8431372549019605,2020-11
6,New Zealand,B.1.1,51,11.76470588235294,2020-11
6,New Zealand,B.1,51,11.76470588235294,2020-11
1,Niger,A,1,100.0,2020-11
2,Nigeria,L.3,16,12.5,2020-11
1,Nigeria,B.1.462,16,6.25,2020-11
1,Nigeria,B.1.36.36,16,6.25,2020-11
1,Nigeria,B.1,16,6.25,2020-11
10,Nigeria,B.1.1.487,16,62.5,2020-11
1,Nigeria,B.1.177,16,6.25,2020-11
2,North Macedonia,B.1.1.430,22,9.090909090909092,2020-11
4,North Macedonia,B.1.1.58,22,18.181818181818183,2020-11
15,North Macedonia,B.1.1.70,22,68.18181818181817,2020-11
1,North Macedonia,B.1.258,22,4.545454545454546,2020-11
1,Northern Mariana Islands,B.1.361,6,16.666666666666664,2020-11
1,Northern Mariana Islands,B.1.2,6,16.666666666666664,2020-11
2,Northern Mariana Islands,B.1.243,6,33.33333333333333,2020-11
1,Northern Mariana Islands,B.1.1,6,16.666666666666664,2020-11
1,Northern Mariana Islands,B.1.1.207,6,16.666666666666664,2020-11
1,Norway,B.1.177.19,360,0.2777777777777778,2020-11
8,Norway,B.1.177.60,360,2.2222222222222223,2020-11
19,Norway,B.1.177.7,360,5.277777777777778,2020-11
5,Norway,B.1.177.81,360,1.3888888888888888,2020-11
2,Norway,B.1.177.82,360,0.5555555555555556,2020-11
2,Norway,B.1.2,360,0.5555555555555556,2020-11
9,Norway,B.1.221,360,2.5,2020-11
62,Norway,B.1.258,360,17.22222222222222,2020-11
1,Norway,B.1.36,360,0.2777777777777778,2020-11
2,Norway,B.1.36.1,360,0.5555555555555556,2020-11
80,Norway,B.1.36.21,360,22.22222222222222,2020-11
3,Norway,B.1.36.22,360,0.8333333333333334,2020-11
2,Norway,B.1.367,360,0.5555555555555556,2020-11
1,Norway,B.1.389,360,0.2777777777777778,2020-11
1,Norway,B.1.466.1,360,0.2777777777777778,2020-11
2,Norway,B.1.480,360,0.5555555555555556,2020-11
1,Norway,B.1.9.5,360,0.2777777777777778,2020-11
1,Norway,C.35,360,0.2777777777777778,2020-11
1,Norway,C.36.2,360,0.2777777777777778,2020-11
20,Norway,K.3,360,5.555555555555555,2020-11
1,Norway,None,360,0.2777777777777778,2020-11
2,Norway,B.1.36.35,360,0.5555555555555556,2020-11
24,Norway,B.1.177,360,6.666666666666667,2020-11
1,Norway,B.1.1.44,360,0.2777777777777778,2020-11
9,Norway,B.1.131,360,2.5,2020-11
6,Norway,B.1,360,1.6666666666666667,2020-11
10,Norway,B.1.1,360,2.7777777777777777,2020-11
16,Norway,B.1.160,360,4.444444444444445,2020-11
6,Norway,B.1.1.153,360,1.6666666666666667,2020-11
5,Norway,B.1.1.170,360,1.3888888888888888,2020-11
5,Norway,B.1.1.204,360,1.3888888888888888,2020-11
1,Norway,B.1.1.216,360,0.2777777777777778,2020-11
2,Norway,B.1.1.219,360,0.5555555555555556,2020-11
1,Norway,B.1.1.243,360,0.2777777777777778,2020-11
15,Norway,B.1.1.277,360,4.166666666666666,2020-11
1,Norway,B.1.1.280,360,0.2777777777777778,2020-11
1,Norway,B.1.1.122,360,0.2777777777777778,2020-11
1,Norway,B.1.1.302,360,0.2777777777777778,2020-11
1,Norway,B.1.1.305,360,0.2777777777777778,2020-11
1,Norway,B.1.1.317,360,0.2777777777777778,2020-11
19,Norway,B.1.1.333,360,5.277777777777778,2020-11
1,Norway,B.1.1.37,360,0.2777777777777778,2020-11
2,Norway,B.1.1.430,360,0.5555555555555556,2020-11
1,Norway,B.1.1.434,360,0.2777777777777778,2020-11
2,Norway,B.1.1.451,360,0.5555555555555556,2020-11
1,Norway,B.1.1.7,360,0.2777777777777778,2020-11
2,Norway,B.1.1.294,360,0.5555555555555556,2020-11
1,Oman,B.1.1.391,1,100.0,2020-11
1,Pakistan,C.23,26,3.8461538461538463,2020-11
2,Pakistan,B.1.471,26,7.6923076923076925,2020-11
1,Pakistan,B.1.36.8,26,3.8461538461538463,2020-11
5,Pakistan,B.1.36.31,26,19.230769230769234,2020-11
9,Pakistan,B.1.36,26,34.61538461538461,2020-11
2,Pakistan,B.1.1,26,7.6923076923076925,2020-11
2,Pakistan,B.1,26,7.6923076923076925,2020-11
4,Pakistan,B.1.1.1,26,15.384615384615385,2020-11
2,Palestine,B.1,26,7.6923076923076925,2020-11
1,Palestine,B.1.1.312,26,3.8461538461538463,2020-11
22,Palestine,B.1.1.50,26,84.61538461538461,2020-11
1,Palestine,B.1.504,26,3.8461538461538463,2020-11
1,Panama,B.1.221,12,8.333333333333332,2020-11
6,Panama,A.2.5,12,50.0,2020-11
2,Panama,B.1,12,16.666666666666664,2020-11
1,Panama,B.1.111,12,8.333333333333332,2020-11
1,Panama,B.1.203,12,8.333333333333332,2020-11
1,Panama,B.1.396,12,8.333333333333332,2020-11
1,Paraguay,B.1.1.33,2,50.0,2020-11
1,Paraguay,B.1.1.28,2,50.0,2020-11
1,Peru,C.37,46,2.1739130434782608,2020-11
6,Peru,C.4,46,13.043478260869565,2020-11
4,Peru,C.32,46,8.695652173913043,2020-11
3,Peru,C.14,46,6.521739130434782,2020-11
1,Peru,B.1.205,46,2.1739130434782608,2020-11
1,Peru,B.1.177,46,2.1739130434782608,2020-11
2,Peru,B.1.2,46,4.3478260869565215,2020-11
5,Peru,B.1.1.348,46,10.869565217391305,2020-11
1,Peru,B.1.1.33,46,2.1739130434782608,2020-11
3,Peru,B.1.1.158,46,6.521739130434782,2020-11
6,Peru,B.1.1.1,46,13.043478260869565,2020-11
12,Peru,B.1.1,46,26.08695652173913,2020-11
1,Peru,B.1.1.485,46,2.1739130434782608,2020-11
1,Philippines,B.1.1.83,387,0.2583979328165375,2020-11
1,Philippines,B.1.1.425,387,0.2583979328165375,2020-11
191,Philippines,B.1.1.63,387,49.35400516795866,2020-11
1,Philippines,B.1.111,387,0.2583979328165375,2020-11
1,Philippines,B.1.1.29,387,0.2583979328165375,2020-11
2,Philippines,B.1.2,387,0.516795865633075,2020-11
1,Philippines,B.1.36,387,0.2583979328165375,2020-11
3,Philippines,B.1.36.36,387,0.7751937984496124,2020-11
1,Philippines,None,387,0.2583979328165375,2020-11
1,Philippines,B.1.1.416,387,0.2583979328165375,2020-11
8,Philippines,B.1.177,387,2.0671834625323,2020-11
3,Philippines,B.1.1.409,387,0.7751937984496124,2020-11
32,Philippines,B.1.1.263,387,8.2687338501292,2020-11
2,Philippines,B.1.1.370,387,0.516795865633075,2020-11
1,Philippines,B.1.1.285,387,0.2583979328165375,2020-11
35,Philippines,B.1.1.28,387,9.043927648578812,2020-11
2,Philippines,B.1.1.26,387,0.516795865633075,2020-11
1,Philippines,B.1.1.243,387,0.2583979328165375,2020-11
1,Philippines,B.1.1.217,387,0.2583979328165375,2020-11
1,Philippines,B.1.1.174,387,0.2583979328165375,2020-11
75,Philippines,B.1.1,387,19.379844961240313,2020-11
22,Philippines,B.1,387,5.684754521963824,2020-11
1,Philippines,B.1.1.398,387,0.2583979328165375,2020-11
1,Poland,B.1.36.36,102,0.9803921568627451,2020-11
30,Poland,B.1.258,102,29.411764705882355,2020-11
1,Poland,B.1.337,102,0.9803921568627451,2020-11
1,Poland,B.1.369,102,0.9803921568627451,2020-11
8,Poland,B.1.177,102,7.8431372549019605,2020-11
1,Poland,B.1.510,102,0.9803921568627451,2020-11
1,Poland,B.1.516,102,0.9803921568627451,2020-11
1,Poland,B.1.88.1,102,0.9803921568627451,2020-11
1,Poland,C.36,102,0.9803921568627451,2020-11
3,Poland,B.1.389,102,2.941176470588235,2020-11
1,Poland,B.1.249,102,0.9803921568627451,2020-11
5,Poland,B.1.160,102,4.901960784313726,2020-11
2,Poland,B.1.2,102,1.9607843137254901,2020-11
1,Poland,B.1.1.44,102,0.9803921568627451,2020-11
3,Poland,B.1.1.28,102,2.941176470588235,2020-11
13,Poland,B.1.1.277,102,12.745098039215685,2020-11
3,Poland,B.1.1.219,102,2.941176470588235,2020-11
4,Poland,B.1.1.170,102,3.9215686274509802,2020-11
3,Poland,B.1.1.153,102,2.941176470588235,2020-11
11,Poland,B.1.1,102,10.784313725490197,2020-11
1,Poland,B.1,102,0.9803921568627451,2020-11
7,Poland,B.1.221,102,6.862745098039216,2020-11
1,Portugal,B.1.177.4,419,0.23866348448687352,2020-11
2,Portugal,B.1.177.44,419,0.47732696897374705,2020-11
76,Portugal,B.1.177.52,419,18.138424821002385,2020-11
1,Portugal,B.1.177.53,419,0.23866348448687352,2020-11
1,Portugal,B.1.177.54,419,0.23866348448687352,2020-11
2,Portugal,B.1.177.56,419,0.47732696897374705,2020-11
32,Portugal,B.1.177.85,419,7.637231503579953,2020-11
1,Portugal,B.1.177.73,419,0.23866348448687352,2020-11
1,Portugal,B.1.177.81,419,0.23866348448687352,2020-11
1,Portugal,B.1.177.35,419,0.23866348448687352,2020-11
19,Portugal,B.1.221,419,4.534606205250596,2020-11
1,Portugal,B.1.258,419,0.23866348448687352,2020-11
4,Portugal,B.1.367,419,0.9546539379474941,2020-11
50,Portugal,B.1.177.72,419,11.933174224343675,2020-11
47,Portugal,B.1.177.32,419,11.217183770883054,2020-11
1,Portugal,B.1.160.26,419,0.23866348448687352,2020-11
1,Portugal,B.1.177.14,419,0.23866348448687352,2020-11
3,Portugal,C.16,419,0.7159904534606205,2020-11
5,Portugal,AD.2,419,1.1933174224343674,2020-11
1,Portugal,AH.2,419,0.23866348448687352,2020-11
13,Portugal,B.1,419,3.1026252983293556,2020-11
19,Portugal,B.1.1,419,4.534606205250596,2020-11
4,Portugal,B.1.1.240,419,0.9546539379474941,2020-11
2,Portugal,B.1.177.24,419,0.47732696897374705,2020-11
3,Portugal,B.1.1.241,419,0.7159904534606205,2020-11
2,Portugal,B.1.1.37,419,0.47732696897374705,2020-11
1,Portugal,B.1.1.406,419,0.23866348448687352,2020-11
1,Portugal,B.1.1.7,419,0.23866348448687352,2020-11
36,Portugal,B.1.160,419,8.591885441527445,2020-11
1,Portugal,B.1.160.9,419,0.23866348448687352,2020-11
76,Portugal,B.1.177,419,18.138424821002385,2020-11
8,Portugal,B.1.1.28,419,1.9093078758949882,2020-11
3,Portugal,Y.1,419,0.7159904534606205,2020-11
2,Qatar,None,48,4.166666666666666,2020-11
35,Qatar,B.1.428,48,72.91666666666666,2020-11
7,Qatar,B.1,48,14.583333333333334,2020-11
3,Qatar,B.1.36.10,48,6.25,2020-11
1,Qatar,A,48,2.083333333333333,2020-11
1,Romania,B.1,42,2.380952380952381,2020-11
1,Romania,B.1.1,42,2.380952380952381,2020-11
1,Romania,B.1.1.301,42,2.380952380952381,2020-11
1,Romania,B.1.1.347,42,2.380952380952381,2020-11
1,Romania,B.1.177,42,2.380952380952381,2020-11
4,Romania,B.1.258,42,9.523809523809524,2020-11
6,Romania,B.1.258.3,42,14.285714285714285,2020-11
1,Romania,B.1.408,42,2.380952380952381,2020-11
26,Romania,B.1.588.1,42,61.904761904761905,2020-11
2,Russia,B.1.1.435,463,0.4319654427645789,2020-11
1,Russia,B.1.1.424,463,0.21598272138228944,2020-11
1,Russia,B.1.1.409,463,0.21598272138228944,2020-11
1,Russia,B.1.1.407,463,0.21598272138228944,2020-11
1,Russia,B.1.1.405,463,0.21598272138228944,2020-11
8,Russia,B.1.1.349,463,1.7278617710583155,2020-11
33,Russia,B.1.1.397,463,7.127429805615551,2020-11
8,Russia,B.1.1.373,463,1.7278617710583155,2020-11
5,Russia,B.1.1.372,463,1.079913606911447,2020-11
3,Russia,B.1.1.44,463,0.6479481641468683,2020-11
1,Russia,B.1.1.398,463,0.21598272138228944,2020-11
1,Russia,B.1.1.452,463,0.21598272138228944,2020-11
2,Russia,B.1.264,463,0.4319654427645789,2020-11
2,Russia,B.1.1.486,463,0.4319654427645789,2020-11
1,Russia,B.1.110.3,463,0.21598272138228944,2020-11
1,Russia,B.1.131,463,0.21598272138228944,2020-11
1,Russia,B.1.234,463,0.21598272138228944,2020-11
1,Russia,B.1.1.348,463,0.21598272138228944,2020-11
1,Russia,B.1.264.1,463,0.21598272138228944,2020-11
1,Russia,B.1.36,463,0.21598272138228944,2020-11
1,Russia,K.2,463,0.21598272138228944,2020-11
1,Russia,M.3,463,0.21598272138228944,2020-11
1,Russia,None,463,0.21598272138228944,2020-11
1,Russia,B.1.1.464,463,0.21598272138228944,2020-11
11,Russia,B.1.1.336,463,2.375809935205184,2020-11
2,Russia,B.1.1.319,463,0.4319654427645789,2020-11
16,Russia,B.1.1.141,463,3.455723542116631,2020-11
10,Russia,B.1,463,2.159827213822894,2020-11
211,Russia,B.1.1,463,45.57235421166307,2020-11
4,Russia,B.1.1.10,463,0.8639308855291578,2020-11
1,Russia,B.1.1.116,463,0.21598272138228944,2020-11
2,Russia,B.1.1.129,463,0.4319654427645789,2020-11
1,Russia,B.1.1.136,463,0.21598272138228944,2020-11
82,Russia,B.1.1.317,463,17.71058315334773,2020-11
1,Russia,B.1.1.142,463,0.21598272138228944,2020-11
1,Russia,B.1.1.16,463,0.21598272138228944,2020-11
4,Russia,B.1.1.163,463,0.8639308855291578,2020-11
1,Russia,B.1.1.166,463,0.21598272138228944,2020-11
1,Russia,B.1.1.171,463,0.21598272138228944,2020-11
2,Russia,B.1.1.152,463,0.4319654427645789,2020-11
1,Russia,B.1.1.194,463,0.21598272138228944,2020-11
15,Russia,B.1.1.294,463,3.2397408207343417,2020-11
2,Russia,B.1.1.192,463,0.4319654427645789,2020-11
1,Russia,B,463,0.21598272138228944,2020-11
6,Russia,B.1.1.274,463,1.2958963282937366,2020-11
1,Russia,B.1.1.254,463,0.21598272138228944,2020-11
2,Russia,B.1.1.29,463,0.4319654427645789,2020-11
1,Russia,B.1.1.221,463,0.21598272138228944,2020-11
2,Russia,B.1.1.220,463,0.4319654427645789,2020-11
1,Russia,B.1.1.209,463,0.21598272138228944,2020-11
1,Russia,B.1.1.204,463,0.21598272138228944,2020-11
1,Russia,B.1.1.243,463,0.21598272138228944,2020-11
8,Rwanda,B.1,9,88.88888888888889,2020-11
1,Rwanda,B.1.393,9,11.11111111111111,2020-11
1,Saint Vincent and the Grenadines,None,1,100.0,2020-11
1,Serbia,C.16,9,11.11111111111111,2020-11
1,Serbia,B.1,9,11.11111111111111,2020-11
1,Serbia,B.1.1,9,11.11111111111111,2020-11
1,Serbia,B.1.1.70,9,11.11111111111111,2020-11
1,Serbia,B.1.160,9,11.11111111111111,2020-11
1,Serbia,B.1.177,9,11.11111111111111,2020-11
3,Serbia,C.35,9,33.33333333333333,2020-11
7,Singapore,B.1.36.19,51,13.725490196078432,2020-11
15,Singapore,B.1.36,51,29.411764705882355,2020-11
2,Singapore,B.1.36.24,51,3.9215686274509802,2020-11
1,Singapore,B.1.524,51,1.9607843137254901,2020-11
1,Singapore,B.1.469,51,1.9607843137254901,2020-11
2,Singapore,B.1.470,51,3.9215686274509802,2020-11
2,Singapore,B.1.241,51,3.9215686274509802,2020-11
1,Singapore,B.1.468,51,1.9607843137254901,2020-11
1,Singapore,B.1.2,51,1.9607843137254901,2020-11
5,Singapore,B.1.36.16,51,9.803921568627452,2020-11
1,Singapore,B.1.177,51,1.9607843137254901,2020-11
1,Singapore,B.1.160,51,1.9607843137254901,2020-11
1,Singapore,B.1.1.70,51,1.9607843137254901,2020-11
1,Singapore,B.1.177.15,51,1.9607843137254901,2020-11
1,Singapore,B.1.1.63,51,1.9607843137254901,2020-11
1,Singapore,B.1.1.25,51,1.9607843137254901,2020-11
1,Singapore,B.1.1.216,51,1.9607843137254901,2020-11
2,Singapore,B.1.1.1,51,3.9215686274509802,2020-11
4,Singapore,B.1,51,7.8431372549019605,2020-11
1,Singapore,A,51,1.9607843137254901,2020-11
6,Slovakia,B.1.527,70,8.571428571428571,2020-11
14,Slovakia,B.1.258,70,20.0,2020-11
2,Slovakia,B.1.221,70,2.857142857142857,2020-11
1,Slovakia,B.1.177.81,70,1.4285714285714286,2020-11
2,Slovakia,B.1.177,70,2.857142857142857,2020-11
24,Slovakia,B.1.160,70,34.285714285714285,2020-11
1,Slovakia,B.1.1.7,70,1.4285714285714286,2020-11
1,Slovakia,B.1.1.243,70,1.4285714285714286,2020-11
1,Slovakia,B.1.1.219,70,1.4285714285714286,2020-11
15,Slovakia,B.1.1.170,70,21.428571428571427,2020-11
2,Slovakia,B.1.1.163,70,2.857142857142857,2020-11
1,Slovakia,B.1.1.74,70,1.4285714285714286,2020-11
2,Slovenia,B.1.177,194,1.0309278350515463,2020-11
1,Slovenia,None,194,0.5154639175257731,2020-11
5,Slovenia,C.35,194,2.5773195876288657,2020-11
99,Slovenia,B.1.258.17,194,51.03092783505154,2020-11
16,Slovenia,B.1.258,194,8.24742268041237,2020-11
1,Slovenia,B.1.236,194,0.5154639175257731,2020-11
27,Slovenia,B.1.160,194,13.917525773195877,2020-11
4,Slovenia,B.1.1.58,194,2.0618556701030926,2020-11
21,Slovenia,B.1.1.70,194,10.824742268041238,2020-11
3,Slovenia,B.1.1.7,194,1.5463917525773196,2020-11
1,Slovenia,B.1.1.47,194,0.5154639175257731,2020-11
7,Slovenia,B.1.1,194,3.608247422680412,2020-11
1,Slovenia,B.1,194,0.5154639175257731,2020-11
6,Slovenia,B.1.149,194,3.0927835051546393,2020-11
23,South Africa,B.1.237,876,2.6255707762557075,2020-11
1,South Africa,B.1.247,876,0.1141552511415525,2020-11
624,South Africa,B.1.351,876,71.23287671232876,2020-11
18,South Africa,None,876,2.054794520547945,2020-11
1,South Africa,B.1.36.10,876,0.1141552511415525,2020-11
1,South Africa,B.1.36.36,876,0.1141552511415525,2020-11
1,South Africa,B.1.400,876,0.1141552511415525,2020-11
1,South Africa,B.1.399,876,0.1141552511415525,2020-11
2,South Africa,B.1.417,876,0.228310502283105,2020-11
1,South Africa,B.1.76,876,0.1141552511415525,2020-11
16,South Africa,C.1,876,1.82648401826484,2020-11
2,South Africa,C.2,876,0.228310502283105,2020-11
1,South Africa,B.1.234,876,0.1141552511415525,2020-11
12,South Africa,B.1.381,876,1.36986301369863,2020-11
1,South Africa,B.1.1.67,876,0.1141552511415525,2020-11
33,South Africa,B.1.1.448,876,3.767123287671233,2020-11
1,South Africa,B.1.1.56,876,0.1141552511415525,2020-11
2,South Africa,B.1.1.57,876,0.228310502283105,2020-11
39,South Africa,B.1,876,4.4520547945205475,2020-11
38,South Africa,B.1.1,876,4.337899543378995,2020-11
1,South Africa,B.1.1.10,876,0.1141552511415525,2020-11
1,South Africa,B.1.1.117,876,0.1141552511415525,2020-11
4,South Africa,B.1.1.273,876,0.45662100456621,2020-11
1,South Africa,B.1.1.1,876,0.1141552511415525,2020-11
5,South Africa,B.1.1.382,876,0.5707762557077625,2020-11
11,South Africa,B.1.1.412,876,1.2557077625570776,2020-11
9,South Africa,B.1.1.456,876,1.0273972602739725,2020-11
8,South Africa,B.1.1.507,876,0.91324200913242,2020-11
15,South Africa,B.1.1.54,876,1.7123287671232876,2020-11
3,South Africa,B.1.1.29,876,0.3424657534246575,2020-11
1,South Korea,B.1.177.75,294,0.3401360544217687,2020-11
1,South Korea,None,294,0.3401360544217687,2020-11
1,South Korea,B.1.558,294,0.3401360544217687,2020-11
266,South Korea,B.1.497,294,90.47619047619048,2020-11
2,South Korea,B.1.258,294,0.6802721088435374,2020-11
2,South Korea,B.1.221,294,0.6802721088435374,2020-11
3,South Korea,B.1.2,294,1.0204081632653061,2020-11
1,South Korea,B.1.177.57,294,0.3401360544217687,2020-11
7,South Korea,B.1.160,294,2.380952380952381,2020-11
1,South Korea,B.1.177.4,294,0.3401360544217687,2020-11
2,South Korea,B.1.177,294,0.6802721088435374,2020-11
1,South Korea,B.1.1.407,294,0.3401360544217687,2020-11
2,South Korea,B.1.1.317,294,0.6802721088435374,2020-11
1,South Korea,B.1.1.163,294,0.3401360544217687,2020-11
1,South Korea,B.1.1.153,294,0.3401360544217687,2020-11
1,South Korea,B.1.1,294,0.3401360544217687,2020-11
1,South Korea,B.1.177.44,294,0.3401360544217687,2020-11
2,Spain,B.1.177.87,749,0.26702269692923897,2020-11
1,Spain,B.1.177.47,749,0.13351134846461948,2020-11
2,Spain,B.1.177.53,749,0.26702269692923897,2020-11
2,Spain,B.1.177.69,749,0.26702269692923897,2020-11
2,Spain,B.1.177.72,749,0.26702269692923897,2020-11
6,Spain,B.1.177.76,749,0.801068090787717,2020-11
4,Spain,B.1.177.81,749,0.5340453938584779,2020-11
7,Spain,B.1.221,749,0.9345794392523363,2020-11
1,Spain,B.1.177.45,749,0.13351134846461948,2020-11
2,Spain,B.1.367,749,0.26702269692923897,2020-11
1,Spain,B.1.375,749,0.13351134846461948,2020-11
1,Spain,B.1.389,749,0.13351134846461948,2020-11
1,Spain,B.1.575.1,749,0.13351134846461948,2020-11
1,Spain,B.1.596,749,0.13351134846461948,2020-11
1,Spain,C.18,749,0.13351134846461948,2020-11
2,Spain,C.36,749,0.26702269692923897,2020-11
1,Spain,W.1,749,0.13351134846461948,2020-11
12,Spain,B.1.258,749,1.602136181575434,2020-11
1,Spain,B.1.177.44,749,0.13351134846461948,2020-11
2,Spain,B.1.177.50,749,0.26702269692923897,2020-11
1,Spain,B.1.177.35,749,0.13351134846461948,2020-11
21,Spain,B.1,749,2.803738317757009,2020-11
4,Spain,B.1.1,749,0.5340453938584779,2020-11
2,Spain,B.1.1.232,749,0.26702269692923897,2020-11
3,Spain,B.1.1.269,749,0.4005340453938585,2020-11
1,Spain,B.1.1.29,749,0.13351134846461948,2020-11
1,Spain,B.1.1.33,749,0.13351134846461948,2020-11
1,Spain,B.1.1.39,749,0.13351134846461948,2020-11
9,Spain,B.1.1.7,749,1.2016021361815754,2020-11
1,Spain,A.2,749,0.13351134846461948,2020-11
9,Spain,B.1.160,749,1.2016021361815754,2020-11
1,Spain,B.1.160.28,749,0.13351134846461948,2020-11
579,Spain,B.1.177,749,77.3030707610147,2020-11
1,Spain,B.1.177.16,749,0.13351134846461948,2020-11
39,Spain,B.1.177.24,749,5.2069425901201605,2020-11
18,Spain,B.1.177.32,749,2.403204272363151,2020-11
2,Spain,B.1.177.43,749,0.26702269692923897,2020-11
3,Spain,B.1.177.33,749,0.4005340453938585,2020-11
1,Spain,B.1.131,749,0.13351134846461948,2020-11
15,Sri Lanka,B.1.411,15,100.0,2020-11
4,Sweden,B.1.311,257,1.556420233463035,2020-11
11,Sweden,B.1.221,257,4.280155642023346,2020-11
1,Sweden,B.1.177.46,257,0.38910505836575876,2020-11
3,Sweden,B.1.177.80,257,1.1673151750972763,2020-11
2,Sweden,B.1.351,257,0.7782101167315175,2020-11
17,Sweden,B.1.177.82,257,6.614785992217899,2020-11
1,Sweden,B.1.36,257,0.38910505836575876,2020-11
1,Sweden,C.36.2,257,0.38910505836575876,2020-11
1,Sweden,B.1.398,257,0.38910505836575876,2020-11
1,Sweden,B.1.406,257,0.38910505836575876,2020-11
3,Sweden,B.1.480,257,1.1673151750972763,2020-11
7,Sweden,D.5,257,2.7237354085603114,2020-11
1,Sweden,None,257,0.38910505836575876,2020-11
1,Sweden,U.2,257,0.38910505836575876,2020-11
9,Sweden,B.1.177.41,257,3.501945525291829,2020-11
2,Sweden,B.1.389,257,0.7782101167315175,2020-11
2,Sweden,B.1.177.24,257,0.7782101167315175,2020-11
23,Sweden,B.1.258,257,8.949416342412452,2020-11
1,Sweden,B.1.177.15,257,0.38910505836575876,2020-11
4,Sweden,B.1.177.21,257,1.556420233463035,2020-11
2,Sweden,B.1,257,0.7782101167315175,2020-11
3,Sweden,B.1.1.170,257,1.1673151750972763,2020-11
3,Sweden,B.1.1.217,257,1.1673151750972763,2020-11
1,Sweden,B.1.1.261,257,0.38910505836575876,2020-11
2,Sweden,B.1.1.277,257,0.7782101167315175,2020-11
12,Sweden,B.1.1.302,257,4.669260700389105,2020-11
2,Sweden,B.1.1.39,257,0.7782101167315175,2020-11
10,Sweden,B.1.1,257,3.8910505836575875,2020-11
1,Sweden,B.1.1.47,257,0.38910505836575876,2020-11
6,Sweden,B.1.1.7,257,2.3346303501945527,2020-11
1,Sweden,B.1.1.70,257,0.38910505836575876,2020-11
1,Sweden,B.1.146,257,0.38910505836575876,2020-11
63,Sweden,B.1.160,257,24.5136186770428,2020-11
2,Sweden,B.1.1.446,257,0.7782101167315175,2020-11
53,Sweden,B.1.177,257,20.622568093385212,2020-11
1,Switzerland,B.1.177.86,3811,0.026239832065074783,2020-11
2,Switzerland,B.1.177.87,3811,0.05247966413014957,2020-11
1,Switzerland,B.1.177.89,3811,0.026239832065074783,2020-11
1,Switzerland,B.1.2,3811,0.026239832065074783,2020-11
1,Switzerland,B.1.213,3811,0.026239832065074783,2020-11
1,Switzerland,B.1.214.2,3811,0.026239832065074783,2020-11
222,Switzerland,B.1.221,3811,5.825242718446602,2020-11
4,Switzerland,B.1.218,3811,0.10495932826029913,2020-11
54,Switzerland,B.1.236,3811,1.4169509315140383,2020-11
94,Switzerland,B.1.258,3811,2.4665442141170297,2020-11
3,Switzerland,B.1.258.14,3811,0.07871949619522435,2020-11
6,Switzerland,B.1.177.85,3811,0.1574389923904487,2020-11
5,Switzerland,B.1.258.17,3811,0.13119916032537393,2020-11
1,Switzerland,B.1.214.3,3811,0.026239832065074783,2020-11
4,Switzerland,B.1.177.83,3811,0.10495932826029913,2020-11
2,Switzerland,B.1.177.62,3811,0.05247966413014957,2020-11
7,Switzerland,B.1.177.81,3811,0.18367882445552347,2020-11
1,Switzerland,B.1.258.3,3811,0.026239832065074783,2020-11
370,Switzerland,B.1.177.44,3811,9.70873786407767,2020-11
3,Switzerland,B.1.177.51,3811,0.07871949619522435,2020-11
1,Switzerland,B.1.177.52,3811,0.026239832065074783,2020-11
6,Switzerland,B.1.177.53,3811,0.1574389923904487,2020-11
59,Switzerland,B.1.177.43,3811,1.5481500918394122,2020-11
2,Switzerland,B.1.177.82,3811,0.05247966413014957,2020-11
2,Switzerland,B.1.177.55,3811,0.05247966413014957,2020-11
2,Switzerland,B.1.177.7,3811,0.05247966413014957,2020-11
14,Switzerland,B.1.177.71,3811,0.36735764891104694,2020-11
1,Switzerland,B.1.177.72,3811,0.026239832065074783,2020-11
9,Switzerland,B.1.177.75,3811,0.23615848858567304,2020-11
13,Switzerland,B.1.177.77,3811,0.3411178168459722,2020-11
2,Switzerland,B.1.177.80,3811,0.05247966413014957,2020-11
