count,country_1,lin,sum,percentage,month
20,United Kingdom,B.1.35,11792,0.16960651289009498,2020-03
1,United Kingdom,B.1.350,11792,0.008480325644504749,2020-03
73,United Kingdom,B.1.36.10,11792,0.6190637720488467,2020-03
2,United Kingdom,B.1.559,11792,0.016960651289009497,2020-03
12,United Kingdom,B.1.70,11792,0.10176390773405698,2020-03
1,United Kingdom,B.1.596,11792,0.008480325644504749,2020-03
14,United Kingdom,B.32,11792,0.11872455902306649,2020-03
34,United Kingdom,B.33,11792,0.28833107191316143,2020-03
63,United Kingdom,B.34,11792,0.5342605156037992,2020-03
36,United Kingdom,B.35,11792,0.30529172320217096,2020-03
2,United Kingdom,B.38,11792,0.016960651289009497,2020-03
191,United Kingdom,B.39,11792,1.619742198100407,2020-03
38,United Kingdom,B.4,11792,0.3222523744911805,2020-03
1307,United Kingdom,B.40,11792,11.083785617367708,2020-03
110,United Kingdom,B.45,11792,0.9328358208955223,2020-03
95,United Kingdom,B.31,11792,0.8056309362279511,2020-03
21,United Kingdom,B.47,11792,0.17808683853459972,2020-03
79,United Kingdom,B.55,11792,0.6699457259158752,2020-03
25,United Kingdom,B.57,11792,0.2120081411126187,2020-03
39,United Kingdom,B.58,11792,0.33073270013568523,2020-03
6,United Kingdom,B.59,11792,0.05088195386702849,2020-03
5,United Kingdom,B.6,11792,0.042401628222523746,2020-03
84,United Kingdom,B.61,11792,0.7123473541383989,2020-03
5,United Kingdom,C.36,11792,0.042401628222523746,2020-03
1,United Kingdom,L.1,11792,0.008480325644504749,2020-03
22,United Kingdom,B.1.201,11792,0.18656716417910446,2020-03
42,United Kingdom,B.52,11792,0.35617367706919945,2020-03
303,United Kingdom,B.3.1,11792,2.569538670284939,2020-03
356,United Kingdom,B.3,11792,3.0189959294436908,2020-03
109,United Kingdom,B.29,11792,0.9243554952510176,2020-03
1,United Kingdom,B.1.6,11792,0.008480325644504749,2020-03
3,United Kingdom,B.1.605,11792,0.025440976933514246,2020-03
1,United Kingdom,B.1.607,11792,0.008480325644504749,2020-03
9,United Kingdom,B.1.67,11792,0.07632293080054274,2020-03
19,United Kingdom,B.1.69,11792,0.16112618724559025,2020-03
32,United Kingdom,B.1.76,11792,0.27137042062415195,2020-03
2,United Kingdom,B.1.78,11792,0.016960651289009497,2020-03
1,United Kingdom,B.1.8,11792,0.008480325644504749,2020-03
2,United Kingdom,B.1.81,11792,0.016960651289009497,2020-03
1,United Kingdom,B.1.9,11792,0.008480325644504749,2020-03
1,United Kingdom,B.1.9.1,11792,0.008480325644504749,2020-03
31,United Kingdom,B.1.91,11792,0.2628900949796472,2020-03
117,United Kingdom,B.1.93,11792,0.9921981004070556,2020-03
2,United Kingdom,B.1.97,11792,0.016960651289009497,2020-03
84,United Kingdom,B.10,11792,0.7123473541383989,2020-03
4,United Kingdom,B.11,11792,0.033921302578018994,2020-03
37,United Kingdom,B.15,11792,0.3137720488466757,2020-03
190,United Kingdom,B.23,11792,1.6112618724559022,2020-03
31,United Kingdom,B.26,11792,0.2628900949796472,2020-03
42,United Kingdom,B.27,11792,0.35617367706919945,2020-03
70,United Kingdom,B.28,11792,0.5936227951153324,2020-03
2,United Kingdom,B.1.577,11792,0.016960651289009497,2020-03
3,United Kingdom,B.1.2,11792,0.025440976933514246,2020-03
2,United Kingdom,B.1.1.363,11792,0.016960651289009497,2020-03
1,United Kingdom,B.1.177.20,11792,0.008480325644504749,2020-03
39,United Kingdom,B.1.1.164,11792,0.33073270013568523,2020-03
1,United Kingdom,B.1.1.168,11792,0.008480325644504749,2020-03
1,United Kingdom,B.1.177.24,11792,0.008480325644504749,2020-03
1,United Kingdom,B.1.1.174,11792,0.008480325644504749,2020-03
7,United Kingdom,B.1.1.190,11792,0.05936227951153324,2020-03
1,United Kingdom,B.1.1.192,11792,0.008480325644504749,2020-03
11,United Kingdom,B.1.1.194,11792,0.09328358208955223,2020-03
1,United Kingdom,B.1.1.198,11792,0.008480325644504749,2020-03
3,United Kingdom,B.1.1.208,11792,0.025440976933514246,2020-03
3,United Kingdom,B.1.1.162,11792,0.025440976933514246,2020-03
1,United Kingdom,B.1.1.213,11792,0.008480325644504749,2020-03
3,United Kingdom,B.1.1.231,11792,0.025440976933514246,2020-03
1,United Kingdom,B.1.1.249,11792,0.008480325644504749,2020-03
1,United Kingdom,B.1.1.25,11792,0.008480325644504749,2020-03
2,United Kingdom,B.1.1.254,11792,0.016960651289009497,2020-03
44,United Kingdom,B.1.1.257,11792,0.3731343283582089,2020-03
1,United Kingdom,B.1.1.262,11792,0.008480325644504749,2020-03
12,United Kingdom,B.1.1.270,11792,0.10176390773405698,2020-03
1,United Kingdom,B.1.1.272,11792,0.008480325644504749,2020-03
3,United Kingdom,B.1.1.275,11792,0.025440976933514246,2020-03
13,United Kingdom,B.1.1.220,11792,0.11024423337856173,2020-03
17,United Kingdom,B.1.1.277,11792,0.14416553595658071,2020-03
2,United Kingdom,B.1.1.161,11792,0.016960651289009497,2020-03
131,United Kingdom,B.1.1.142,11792,1.110922659430122,2020-03
16,United Kingdom,A,11792,0.13568521031207598,2020-03
19,United Kingdom,A.1,11792,0.16112618724559025,2020-03
45,United Kingdom,A.2,11792,0.3816146540027137,2020-03
2,United Kingdom,A.2.2,11792,0.016960651289009497,2020-03
60,United Kingdom,A.2.3,11792,0.508819538670285,2020-03
1,United Kingdom,A.26,11792,0.008480325644504749,2020-03
1,United Kingdom,A.3,11792,0.008480325644504749,2020-03
1,United Kingdom,A.4,11792,0.008480325644504749,2020-03
33,United Kingdom,A.5,11792,0.2798507462686567,2020-03
3,United Kingdom,B.1.1.154,11792,0.025440976933514246,2020-03
1074,United Kingdom,B,11792,9.107869742198101,2020-03
1484,United Kingdom,B.1.1,11792,12.58480325644505,2020-03
152,United Kingdom,B.1.1.1,11792,1.289009497964722,2020-03
93,United Kingdom,B.1.1.10,11792,0.7886702849389418,2020-03
1,United Kingdom,B.1.1.114,11792,0.008480325644504749,2020-03
2,United Kingdom,B.1.1.121,11792,0.016960651289009497,2020-03
4,United Kingdom,B.1.1.13,11792,0.033921302578018994,2020-03
1,United Kingdom,B.1.1.134,11792,0.008480325644504749,2020-03
1,United Kingdom,B.1.1.135,11792,0.008480325644504749,2020-03
32,United Kingdom,B.1.1.137,11792,0.27137042062415195,2020-03
1351,United Kingdom,B.1,11792,11.456919945725916,2020-03
12,United Kingdom,B.1.1.279,11792,0.10176390773405698,2020-03
3,United Kingdom,B.1.1.171,11792,0.025440976933514246,2020-03
946,United Kingdom,B.1.1.29,11792,8.022388059701493,2020-03
7,United Kingdom,B.1.1.71,11792,0.05936227951153324,2020-03
2,United Kingdom,B.1.1.74,11792,0.016960651289009497,2020-03
30,United Kingdom,B.1.1.8,11792,0.2544097693351425,2020-03
1,United Kingdom,B.1.1.82,11792,0.008480325644504749,2020-03
25,United Kingdom,B.1.1.83,11792,0.2120081411126187,2020-03
27,United Kingdom,B.1.1.89,11792,0.2289687924016282,2020-03
1,United Kingdom,B.1.1.95,11792,0.008480325644504749,2020-03
31,United Kingdom,B.1.104,11792,0.2628900949796472,2020-03
20,United Kingdom,B.1.105,11792,0.16960651289009498,2020-03
3,United Kingdom,B.1.1.51,11792,0.025440976933514246,2020-03
13,United Kingdom,B.1.111,11792,0.11024423337856173,2020-03
1,United Kingdom,B.1.128,11792,0.008480325644504749,2020-03
178,United Kingdom,B.1.13,11792,1.5094979647218454,2020-03
24,United Kingdom,B.1.142,11792,0.20352781546811397,2020-03
3,United Kingdom,B.1.147,11792,0.025440976933514246,2020-03
11,United Kingdom,B.1.151,11792,0.09328358208955223,2020-03
14,United Kingdom,B.1.153,11792,0.11872455902306649,2020-03
50,United Kingdom,B.1.1.289,11792,0.4240162822252374,2020-03
2,United Kingdom,B.1.158,11792,0.016960651289009497,2020-03
2,United Kingdom,B.1.167,11792,0.016960651289009497,2020-03
1,United Kingdom,B.1.117,11792,0.008480325644504749,2020-03
14,United Kingdom,B.1.1.5,11792,0.11872455902306649,2020-03
45,United Kingdom,B.1.157,11792,0.3816146540027137,2020-03
1,United Kingdom,B.1.1.482,11792,0.008480325644504749,2020-03
8,United Kingdom,B.1.1.49,11792,0.06784260515603799,2020-03
12,United Kingdom,B.1.1.296,11792,0.10176390773405698,2020-03
5,United Kingdom,B.1.1.3,11792,0.042401628222523746,2020-03
1,United Kingdom,B.1.1.310,11792,0.008480325644504749,2020-03
23,United Kingdom,B.1.1.323,11792,0.19504748982360923,2020-03
2,United Kingdom,B.1.1.33,11792,0.016960651289009497,2020-03
6,United Kingdom,B.1.1.339,11792,0.05088195386702849,2020-03
1,United Kingdom,B.1.1.366,11792,0.008480325644504749,2020-03
293,United Kingdom,B.1.1.369,11792,2.4847354138398914,2020-03
250,United Kingdom,B.1.1.372,11792,2.120081411126187,2020-03
1,United Kingdom,B.1.1.37,11792,0.008480325644504749,2020-03
5,United Kingdom,B.1.1.378,11792,0.042401628222523746,2020-03
1,United Kingdom,B.1.1.398,11792,0.008480325644504749,2020-03
3,United Kingdom,B.1.1.4,11792,0.025440976933514246,2020-03
2,United Kingdom,B.1.1.409,11792,0.016960651289009497,2020-03
12,United Kingdom,B.1.1.41,11792,0.10176390773405698,2020-03
20,United Kingdom,B.1.1.419,11792,0.16960651289009498,2020-03
6,United Kingdom,B.1.1.43,11792,0.05088195386702849,2020-03
1,United Kingdom,B.1.1.430,11792,0.008480325644504749,2020-03
1,United Kingdom,B.1.1.438,11792,0.008480325644504749,2020-03
1,United Kingdom,B.1.1.462,11792,0.008480325644504749,2020-03
5,United Kingdom,B.1.1.377,11792,0.042401628222523746,2020-03
2,Uruguay,B.1.195,37,5.405405405405405,2020-03
1,Uruguay,B.31,37,2.7027027027027026,2020-03
1,Uruguay,B.1.234,37,2.7027027027027026,2020-03
1,Uruguay,B.1.1.33,37,2.7027027027027026,2020-03
1,Uruguay,B.1.36.36,37,2.7027027027027026,2020-03
2,Uruguay,B,37,5.405405405405405,2020-03
2,Uruguay,A.1,37,5.405405405405405,2020-03
4,Uruguay,B.1.1.1,37,10.81081081081081,2020-03
21,Uruguay,A.5,37,56.75675675675676,2020-03
2,Uruguay,A.2,37,5.405405405405405,2020-03
2,Uzbekistan,None,2,100.0,2020-03
1,Venezuela,A.2,3,33.33333333333333,2020-03
1,Venezuela,B.1.1,3,33.33333333333333,2020-03
1,Venezuela,B.1.610,3,33.33333333333333,2020-03
1,Vietnam,B.61,96,1.0416666666666665,2020-03
1,Vietnam,B.1.234,96,1.0416666666666665,2020-03
1,Vietnam,B.40,96,1.0416666666666665,2020-03
3,Vietnam,B.3.1,96,3.125,2020-03
1,Vietnam,B.3,96,1.0416666666666665,2020-03
1,Vietnam,B.28,96,1.0416666666666665,2020-03
6,Vietnam,B.1.516,96,6.25,2020-03
1,Vietnam,B.1.413,96,1.0416666666666665,2020-03
1,Vietnam,B.1.36.36,96,1.0416666666666665,2020-03
1,Vietnam,B.1.111,96,1.0416666666666665,2020-03
3,Vietnam,B.1.1.317,96,3.125,2020-03
5,Vietnam,B.1.1.29,96,5.208333333333334,2020-03
2,Vietnam,B.1.1.1,96,2.083333333333333,2020-03
29,Vietnam,B.1.1,96,30.208333333333332,2020-03
31,Vietnam,B.1,96,32.29166666666667,2020-03
2,Vietnam,B,96,2.083333333333333,2020-03
2,Vietnam,A.2,96,2.083333333333333,2020-03
4,Vietnam,A.1,96,4.166666666666666,2020-03
1,Vietnam,B.1.159,96,1.0416666666666665,2020-03
1,Zambia,A.22,20,5.0,2020-03
4,Zambia,B.1,20,20.0,2020-03
3,Zambia,B.1.1.29,20,15.0,2020-03
1,Zambia,B.4.7,20,5.0,2020-03
11,Zambia,B.6,20,55.00000000000001,2020-03
3,Zimbabwe,B.1,8,37.5,2020-03
4,Zimbabwe,A,8,50.0,2020-03
1,Zimbabwe,B.1.516,8,12.5,2020-03
1,Argentina,B,171,0.5847953216374269,2020-04
5,Argentina,None,171,2.923976608187134,2020-04
5,Argentina,N.3,171,2.923976608187134,2020-04
2,Argentina,C.18,171,1.1695906432748537,2020-04
1,Argentina,B.1.605,171,0.5847953216374269,2020-04
47,Argentina,B.1.499,171,27.485380116959064,2020-04
1,Argentina,B.1.36.10,171,0.5847953216374269,2020-04
4,Argentina,B.1.258,171,2.3391812865497075,2020-04
1,Argentina,B.1.234,171,0.5847953216374269,2020-04
1,Argentina,B.1.610,171,0.5847953216374269,2020-04
1,Argentina,B.1.160,171,0.5847953216374269,2020-04
12,Argentina,B.1.111,171,7.017543859649122,2020-04
6,Argentina,B.1.110,171,3.508771929824561,2020-04
3,Argentina,B.1.1.33,171,1.7543859649122806,2020-04
2,Argentina,B.1.1.29,171,1.1695906432748537,2020-04
24,Argentina,B.1.1.1,171,14.035087719298245,2020-04
7,Argentina,B.1.1,171,4.093567251461988,2020-04
46,Argentina,B.1,171,26.900584795321635,2020-04
2,Argentina,B.1.212,171,1.1695906432748537,2020-04
1,Australia,B.1.609,922,0.10845986984815618,2020-04
1,Australia,B.1.605,922,0.10845986984815618,2020-04
2,Australia,B.1.590,922,0.21691973969631237,2020-04
8,Australia,B.1.552,922,0.8676789587852495,2020-04
30,Australia,B.1.535,922,3.2537960954446854,2020-04
13,Australia,B.1.319,922,1.4099783080260302,2020-04
1,Australia,B.1.428,922,0.10845986984815618,2020-04
3,Australia,B.1.356,922,0.32537960954446854,2020-04
10,Australia,B.1.338,922,1.0845986984815619,2020-04
1,Australia,B.1.258.15,922,0.10845986984815618,2020-04
1,Australia,B.1.8,922,0.10845986984815618,2020-04
40,Australia,B.1.516,922,4.3383947939262475,2020-04
11,Australia,B.29,922,1.193058568329718,2020-04
8,Australia,B.6,922,0.8676789587852495,2020-04
2,Australia,B.31,922,0.21691973969631237,2020-04
1,Australia,B.35,922,0.10845986984815618,2020-04
1,Australia,B.39,922,0.10845986984815618,2020-04
8,Australia,B.4,922,0.8676789587852495,2020-04
41,Australia,B.4.5,922,4.4468546637744035,2020-04
5,Australia,B.4.6,922,0.5422993492407809,2020-04
5,Australia,B.40,922,0.5422993492407809,2020-04
2,Australia,B.52,922,0.21691973969631237,2020-04
1,Australia,B.1.258,922,0.10845986984815618,2020-04
2,Australia,B.6.6,922,0.21691973969631237,2020-04
1,Australia,C.36,922,0.10845986984815618,2020-04
2,Australia,D.2,922,0.21691973969631237,2020-04
11,Australia,None,922,1.193058568329718,2020-04
6,Australia,B.3,922,0.6507592190889371,2020-04
3,Australia,B.1.252,922,0.32537960954446854,2020-04
22,Australia,B.1.36.36,922,2.386117136659436,2020-04
55,Australia,B.1.23,922,5.965292841648591,2020-04
3,Australia,B.1.234,922,0.32537960954446854,2020-04
16,Australia,A,922,1.735357917570499,2020-04
19,Australia,A.1,922,2.0607375271149677,2020-04
6,Australia,A.2,922,0.6507592190889371,2020-04
192,Australia,A.2.2,922,20.824295010845987,2020-04
3,Australia,A.5,922,0.32537960954446854,2020-04
23,Australia,B,922,2.4945770065075923,2020-04
222,Australia,B.1,922,24.07809110629067,2020-04
58,Australia,B.1.1,922,6.29067245119306,2020-04
1,Australia,B.1.1.10,922,0.10845986984815618,2020-04
14,Australia,B.1.1.142,922,1.5184381778741864,2020-04
1,Australia,B.1.1.161,922,0.10845986984815618,2020-04
1,Australia,B.1.1.164,922,0.10845986984815618,2020-04
1,Australia,B.1.1.28,922,0.10845986984815618,2020-04
9,Australia,B.1.1.1,922,0.9761388286334056,2020-04
7,Australia,B.1.1.33,922,0.7592190889370932,2020-04
5,Australia,B.1.22,922,0.5422993492407809,2020-04
20,Australia,B.1.1.29,922,2.1691973969631237,2020-04
4,Australia,B.1.13,922,0.43383947939262474,2020-04
4,Australia,B.1.111,922,0.43383947939262474,2020-04
5,Australia,B.1.110,922,0.5422993492407809,2020-04
1,Australia,B.1.1.89,922,0.10845986984815618,2020-04
1,Australia,B.1.157,922,0.10845986984815618,2020-04
2,Australia,B.1.1.71,922,0.21691973969631237,2020-04
2,Australia,B.1.1.409,922,0.21691973969631237,2020-04
1,Australia,B.1.1.391,922,0.10845986984815618,2020-04
2,Australia,B.1.1.369,922,0.21691973969631237,2020-04
1,Australia,B.1.1.8,922,0.10845986984815618,2020-04
2,Austria,B.1.22,193,1.0362694300518136,2020-04
9,Austria,B.1.224,193,4.66321243523316,2020-04
6,Austria,B.1.234,193,3.1088082901554404,2020-04
6,Austria,B.1.36.36,193,3.1088082901554404,2020-04
17,Austria,B.1.433,193,8.808290155440414,2020-04
7,Austria,B.1.516,193,3.6269430051813467,2020-04
4,Austria,B.1.8,193,2.072538860103627,2020-04
1,Austria,B.3,193,0.5181347150259068,2020-04
1,Austria,B.1.2,193,0.5181347150259068,2020-04
1,Austria,B.40,193,0.5181347150259068,2020-04
13,Austria,B.1.465,193,6.7357512953367875,2020-04
1,Austria,B.1.1.71,193,0.5181347150259068,2020-04
3,Austria,A.5,193,1.5544041450777202,2020-04
1,Austria,B.1.1.33,193,0.5181347150259068,2020-04
1,Austria,B.1.1.331,193,0.5181347150259068,2020-04
6,Austria,B,193,3.1088082901554404,2020-04
52,Austria,B.1,193,26.94300518134715,2020-04
36,Austria,B.1.1,193,18.65284974093264,2020-04
3,Austria,A.2,193,1.5544041450777202,2020-04
7,Austria,B.1.1.142,193,3.6269430051813467,2020-04
2,Austria,B.1.1.263,193,1.0362694300518136,2020-04
2,Austria,B.1.1.29,193,1.0362694300518136,2020-04
3,Austria,B.1.1.319,193,1.5544041450777202,2020-04
9,Austria,B.1.1.1,193,4.66321243523316,2020-04
2,Bahamas,B.1,2,100.0,2020-04
1,Bahrain,A,14,7.142857142857142,2020-04
1,Bahrain,B.1.1,14,7.142857142857142,2020-04
1,Bahrain,B.1.281,14,7.142857142857142,2020-04
1,Bahrain,B.31,14,7.142857142857142,2020-04
10,Bahrain,B.4.2,14,71.42857142857143,2020-04
5,Bangladesh,None,99,5.05050505050505,2020-04
43,Bangladesh,B.1.1.25,99,43.43434343434344,2020-04
1,Bangladesh,B.1.1.29,99,1.0101010101010102,2020-04
12,Bangladesh,B.1.1,99,12.121212121212121,2020-04
8,Bangladesh,B.1.1.175,99,8.080808080808081,2020-04
30,Bangladesh,B.1,99,30.303030303030305,2020-04
1,Belarus,B.1.164,1,100.0,2020-04
5,Belgium,B.1.321,466,1.0729613733905579,2020-04
2,Belgium,B.1.36.36,466,0.4291845493562232,2020-04
3,Belgium,B.1.516,466,0.6437768240343348,2020-04
19,Belgium,B.1.6,466,4.07725321888412,2020-04
1,Belgium,B.1.8,466,0.2145922746781116,2020-04
26,Belgium,B.1.83,466,5.579399141630901,2020-04
5,Belgium,B.1.9.3,466,1.0729613733905579,2020-04
9,Belgium,B.38,466,1.9313304721030045,2020-04
1,Belgium,B.1.234,466,0.2145922746781116,2020-04
1,Belgium,B.39,466,0.2145922746781116,2020-04
4,Belgium,B.40,466,0.8583690987124464,2020-04
1,Belgium,B.53,466,0.2145922746781116,2020-04
1,Belgium,C.11,466,0.2145922746781116,2020-04
1,Belgium,L.2,466,0.2145922746781116,2020-04
1,Belgium,None,466,0.2145922746781116,2020-04
21,Belgium,B.3,466,4.506437768240343,2020-04
4,Belgium,B.1.211,466,0.8583690987124464,2020-04
10,Belgium,B.1.9,466,2.1459227467811157,2020-04
1,Belgium,B.1.157,466,0.2145922746781116,2020-04
1,Belgium,A.2,466,0.2145922746781116,2020-04
6,Belgium,B,466,1.2875536480686696,2020-04
143,Belgium,B.1,466,30.686695278969957,2020-04
58,Belgium,B.1.1,466,12.446351931330472,2020-04
30,Belgium,B.1.1.1,466,6.437768240343347,2020-04
3,Belgium,B.1.1.142,466,0.6437768240343348,2020-04
1,Belgium,B.1.1.200,466,0.2145922746781116,2020-04
3,Belgium,B.1.1.221,466,0.6437768240343348,2020-04
6,Belgium,B.1.1.29,466,1.2875536480686696,2020-04
1,Belgium,B.1.1.372,466,0.2145922746781116,2020-04
30,Belgium,B.1.1.436,466,6.437768240343347,2020-04
23,Belgium,B.1.1.5,466,4.935622317596566,2020-04
2,Belgium,B.1.1.71,466,0.4291845493562232,2020-04
11,Belgium,B.1.1.75,466,2.3605150214592276,2020-04
15,Belgium,B.1.12,466,3.2188841201716736,2020-04
16,Belgium,B.1.147,466,3.4334763948497855,2020-04
1,Belgium,B.1.159,466,0.2145922746781116,2020-04
1,Belize,B.1,1,100.0,2020-04
2,Benin,B.1.356,4,50.0,2020-04
2,Benin,A,4,50.0,2020-04
4,Bolivia,B.1.600,4,100.0,2020-04
4,Bosnia and Herzegovina,B.1,6,66.66666666666666,2020-04
1,Bosnia and Herzegovina,B.1.1.436,6,16.666666666666664,2020-04
1,Bosnia and Herzegovina,B.1.22,6,16.666666666666664,2020-04
2,Botswana,B.1.1,5,40.0,2020-04
2,Botswana,B.1.1.220,5,40.0,2020-04
1,Botswana,B.1.516,5,20.0,2020-04
7,Brazil,B.1.212,1077,0.6499535747446611,2020-04
2,Brazil,P.2,1077,0.18570102135561745,2020-04
1,Brazil,B.1.234,1077,0.09285051067780872,2020-04
3,Brazil,B.1.258,1077,0.2785515320334262,2020-04
6,Brazil,B.39,1077,0.5571030640668524,2020-04
3,Brazil,B.1.36.36,1077,0.2785515320334262,2020-04
1,Brazil,B.1.516,1077,0.09285051067780872,2020-04
37,Brazil,B.1.195,1077,3.4354688950789227,2020-04
10,Brazil,None,1077,0.9285051067780872,2020-04
1,Brazil,B.1.36.10,1077,0.09285051067780872,2020-04
1,Brazil,B.1.127,1077,0.09285051067780872,2020-04
60,Brazil,B.1.1.29,1077,5.571030640668524,2020-04
1,Brazil,B.1.1.372,1077,0.09285051067780872,2020-04
458,Brazil,B.1.1.33,1077,42.52553389043639,2020-04
395,Brazil,B.1.1.28,1077,36.67595171773444,2020-04
2,Brazil,B.1.1.161,1077,0.18570102135561745,2020-04
1,Brazil,B.1.1.117,1077,0.09285051067780872,2020-04
1,Brazil,B.1.1.1,1077,0.09285051067780872,2020-04
46,Brazil,B.1.1,1077,4.2711234911792015,2020-04
33,Brazil,B.1,1077,3.064066852367688,2020-04
1,Brazil,B,1077,0.09285051067780872,2020-04
7,Brazil,B.1.111,1077,0.6499535747446611,2020-04
1,Bulgaria,B.1.1.192,7,14.285714285714285,2020-04
2,Bulgaria,B.1,7,28.57142857142857,2020-04
4,Bulgaria,B.1.1,7,57.14285714285714,2020-04
4,Cameroon,B.1,5,80.0,2020-04
1,Cameroon,B.1.274,5,20.0,2020-04
1,Canada,B.1.439,4587,0.021800741225201654,2020-04
3,Canada,B.1.540,4587,0.06540222367560497,2020-04
54,Canada,B.1.516,4587,1.1772400261608895,2020-04
1,Canada,B.1.509,4587,0.021800741225201654,2020-04
3,Canada,B.1.547,4587,0.06540222367560497,2020-04
1,Canada,B.1.499,4587,0.021800741225201654,2020-04
263,Canada,B.1.422,4587,5.733594942228036,2020-04
8,Canada,B.1.356,4587,0.17440592980161324,2020-04
6,Canada,B.1.400,4587,0.13080444735120994,2020-04
15,Canada,B.1.371,4587,0.3270111183780248,2020-04
17,Canada,B.1.369,4587,0.3706126008284282,2020-04
23,Canada,B.1.36.36,4587,0.5014170481796381,2020-04
3,Canada,B.1.36.10,4587,0.06540222367560497,2020-04
20,Canada,B.1.552,4587,0.4360148245040331,2020-04
92,Canada,B.1.350,4587,2.0056681927185522,2020-04
1,Canada,B.1.349,4587,0.021800741225201654,2020-04
2,Canada,B.1.415,4587,0.04360148245040331,2020-04
1,Canada,B.1.589,4587,0.021800741225201654,2020-04
2,Canada,B.1.612,4587,0.04360148245040331,2020-04
22,Canada,B.1.592,4587,0.4796163069544364,2020-04
2,Canada,B.1.343,4587,0.04360148245040331,2020-04
458,Canada,L.1,4587,9.984739481142359,2020-04
3,Canada,B.6,4587,0.06540222367560497,2020-04
4,Canada,B.40,4587,0.08720296490080662,2020-04
2,Canada,B.4,4587,0.04360148245040331,2020-04
7,Canada,B.39,4587,0.1526051885764116,2020-04
7,Canada,B.3,4587,0.1526051885764116,2020-04
20,Canada,B.1.590,4587,0.4360148245040331,2020-04
1,Canada,B.23,4587,0.021800741225201654,2020-04
2,Canada,B.1.9.5,4587,0.04360148245040331,2020-04
1,Canada,B.1.9,4587,0.021800741225201654,2020-04
1,Canada,B.1.78,4587,0.021800741225201654,2020-04
1,Canada,B.1.609,4587,0.021800741225201654,2020-04
3,Canada,B.1.605,4587,0.06540222367560497,2020-04
1,Canada,B.1.598,4587,0.021800741225201654,2020-04
1,Canada,B.1.595,4587,0.021800741225201654,2020-04
3,Canada,B.1.93,4587,0.06540222367560497,2020-04
1,Canada,B.1.332,4587,0.021800741225201654,2020-04
1,Canada,B.1.166,4587,0.021800741225201654,2020-04
1,Canada,B.1.314,4587,0.021800741225201654,2020-04
1,Canada,B.1.1.369,4587,0.021800741225201654,2020-04
26,Canada,B.1.1.33,4587,0.5668192718552431,2020-04
40,Canada,B.1.1.29,4587,0.8720296490080662,2020-04
1,Canada,B.1.1.282,4587,0.021800741225201654,2020-04
1,Canada,B.1.1.222,4587,0.021800741225201654,2020-04
9,Canada,B.1.1.181,4587,0.1962066710268149,2020-04
118,Canada,B.1.1.176,4587,2.5724874645737956,2020-04
1,Canada,B.1.1.377,4587,0.021800741225201654,2020-04
10,Canada,B.1.1.10,4587,0.21800741225201656,2020-04
2058,Canada,B.1,4587,44.86592544146501,2020-04
4,Canada,B,4587,0.08720296490080662,2020-04
1,Canada,A.4,4587,0.021800741225201654,2020-04
1,Canada,A.2.2,4587,0.021800741225201654,2020-04
8,Canada,A.2,4587,0.17440592980161324,2020-04
103,Canada,A.1,4587,2.2454763461957707,2020-04
54,Canada,A,4587,1.1772400261608895,2020-04
270,Canada,B.1.1,4587,5.886200130804448,2020-04
1,Canada,B.1.1.417,4587,0.021800741225201654,2020-04
1,Canada,B.1.320,4587,0.021800741225201654,2020-04
1,Canada,B.1.1.88,4587,0.021800741225201654,2020-04
1,Canada,B.1.1.485,4587,0.021800741225201654,2020-04
1,Canada,B.1.291,4587,0.021800741225201654,2020-04
1,Canada,B.1.264,4587,0.021800741225201654,2020-04
1,Canada,B.1.229,4587,0.021800741225201654,2020-04
2,Canada,B.1.22,4587,0.04360148245040331,2020-04
1,Canada,B.1.215,4587,0.021800741225201654,2020-04
1,Canada,B.1.206,4587,0.021800741225201654,2020-04
1,Canada,B.1.190,4587,0.021800741225201654,2020-04
105,Canada,B.1.270,4587,2.289077828646174,2020-04
15,Canada,B.1.167,4587,0.3270111183780248,2020-04
52,Canada,B.1.111,4587,1.1336385437104861,2020-04
3,Canada,B.1.162,4587,0.06540222367560497,2020-04
592,Canada,B.1.147,4587,12.906038805319382,2020-04
1,Canada,B.1.142,4587,0.021800741225201654,2020-04
36,Canada,B.1.128,4587,0.7848266841072596,2020-04
4,Canada,B.1.116,4587,0.08720296490080662,2020-04
3,Canada,B.1.177,4587,0.06540222367560497,2020-04
1,Canary Islands,B.1.93,11,9.090909090909092,2020-04
1,Canary Islands,B.1.600,11,9.090909090909092,2020-04
1,Canary Islands,B.1.610,11,9.090909090909092,2020-04
1,Canary Islands,A.2,11,9.090909090909092,2020-04
7,Canary Islands,B.1,11,63.63636363636363,2020-04
1,Chile,B.1.415,185,0.5405405405405406,2020-04
6,Chile,N.6,185,3.2432432432432434,2020-04
14,Chile,N.4,185,7.567567567567568,2020-04
1,Chile,C.26,185,0.5405405405405406,2020-04
2,Chile,None,185,1.0810810810810811,2020-04
3,Chile,B.1.610,185,1.6216216216216217,2020-04
2,Chile,B.1.605,185,1.0810810810810811,2020-04
3,Chile,B.1.600,185,1.6216216216216217,2020-04
2,Chile,B.1.516,185,1.0810810810810811,2020-04
2,Chile,B.1.36.36,185,1.0810810810810811,2020-04
1,Chile,B.40,185,0.5405405405405406,2020-04
1,Chile,B.1.355,185,0.5405405405405406,2020-04
