Collection date,Alpha,Beta,Delta,Eta,Gamma,Iota,Kappa,Lambda,Others,sum
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.7142857142857143
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.4285714285714286
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.857142857142857
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7142857142857144
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.857142857142857
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.857142857142857
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.285714285714286
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.857142857142857
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.571428571428571
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.285714285714286
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0
2020-02-07,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.36842105263158,5.428571428571429
2020-02-08,3.448275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.55172413793103,4.142857142857143
2020-02-09,3.225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.77419354838709,4.428571428571429
2020-02-10,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45454545454545,3.142857142857143
2020-02-11,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.45454545454545,3.142857142857143
2020-02-12,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.36842105263158,5.428571428571429
2020-02-13,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.61904761904762,6.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.142857142857143
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.428571428571429
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.571428571428571
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.285714285714286
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.142857142857143
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.285714285714286
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.285714285714286
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.285714285714286
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.142857142857143
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,13.428571428571429
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.857142857142858
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.714285714285715
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,53.142857142857146
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,63.42857142857143
2020-03-01,0.1497005988023952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8502994011976,190.85714285714286
2020-03-02,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.86842105263159,217.14285714285714
2020-03-03,0.11092623405435387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.88907376594565,257.57142857142856
2020-03-04,0.09596928982725528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.90403071017275,297.7142857142857
2020-03-05,0.08557980316645272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91442019683355,333.85714285714283
2020-03-06,0.07779074290159471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9222092570984,367.2857142857143
2020-03-07,0.0714796283059328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92852037169408,399.7142857142857
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,316.14285714285717
2020-03-09,0.03672420124862284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96327579875137,389.0
2020-03-10,0.033123550844650546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96687644915536,431.2857142857143
2020-03-11,0.02942041776993233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97057958223007,485.57142857142856
2020-03-12,0.052273915316257184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94772608468375,546.5714285714286
2020-03-13,0.047778308647873864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95222169135212,598.0
2020-03-14,0.04502476361999099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95497523638002,634.5714285714286
2020-03-15,0.06373486297004462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93626513702995,672.4285714285714
2020-03-16,0.059796691249750844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94020330875027,716.7142857142857
2020-03-17,0.05461496450027307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94538503549974,784.7142857142857
2020-03-18,0.0513083632632119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94869163673678,835.2857142857143
2020-03-19,0.03249918752031199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9675008124797,879.1428571428571
2020-03-20,0.03048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96951219512195,937.1428571428571
2020-03-21,0.029031789809841776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97096821019016,984.1428571428571
2020-03-22,0.013702384214853383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98629761578512,1042.5714285714287
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1139.5714285714287
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1215.7142857142858
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1277.857142857143
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1346.0
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1417.4285714285713
2020-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1476.0
2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1500.4285714285713
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1511.0
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1516.5714285714287
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1605.5714285714287
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1569.5714285714287
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1531.857142857143
2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1487.7142857142858
2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1449.142857142857
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1393.5714285714287
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1342.5714285714287
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1216.2857142857142
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1173.142857142857
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1121.142857142857
2020-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1101.2857142857142
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1080.142857142857
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1021.2857142857143
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,979.8571428571429
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,930.8571428571429
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,925.1428571428571
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,912.7142857142857
2020-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,877.4285714285714
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,844.1428571428571
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,854.0
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,825.8571428571429
2020-04-22,0.0353356890459364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96466431095408,808.5714285714286
2020-04-23,0.037085110328203226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9629148896718,770.4285714285714
2020-04-24,0.03919263178522438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96080736821476,729.0
2020-04-25,0.040975209997951234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95902479000203,697.2857142857143
2020-04-26,0.04242681374628765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9575731862537,673.4285714285714
2020-04-27,0.04533091568449682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9546690843155,630.2857142857143
2020-04-28,0.04797313504437515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95202686495563,595.5714285714286
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,566.5714285714286
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,550.4285714285714
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,552.1428571428571
2020-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,551.5714285714286
2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,544.5714285714286
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,516.8571428571429
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,501.14285714285717
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,482.85714285714283
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,458.57142857142856
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,421.7142857142857
2020-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,403.42857142857144
2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,395.0
2020-05-11,0.037523452157598496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9624765478424,380.7142857142857
2020-05-12,0.03927729772191673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96072270227808,363.7142857142857
2020-05-13,0.04060089321965083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95939910678035,351.85714285714283
2020-05-14,0.04130524576621231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9586947542338,345.85714285714283
2020-05-15,0.04275331338178708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9572466866182,334.14285714285717
2020-05-16,0.04401408450704226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95598591549297,324.57142857142856
2020-05-17,0.0461680517082179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95383194829176,309.42857142857144
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,311.85714285714283
2020-05-19,0.18273184102329829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8172681589767,312.7142857142857
2020-05-20,0.18948365703458078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.81051634296543,301.57142857142856
2020-05-21,0.20130850528434827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.79869149471565,283.85714285714283
2020-05-22,0.19870839542970692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8012916045703,287.57142857142856
2020-05-23,0.20554984583761562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.79445015416239,278.0
2020-05-24,0.2089864158829676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.79101358411701,273.42857142857144
2020-05-25,0.22896393817973668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77103606182027,249.57142857142858
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,229.28571428571428
2020-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,224.0
2020-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,217.71428571428572
2020-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,189.57142857142858
2020-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,184.71428571428572
2020-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,181.71428571428572
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,180.28571428571428
2020-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,189.57142857142858
2020-06-03,0.24154589371980675,0.0,0.1610305958132045,0.0,0.0,0.0,0.0,0.0,99.597423510467,177.42857142857142
2020-06-04,0.2403846153846154,0.0,0.16025641025641024,0.0,0.0,0.0,0.0,0.0,99.59935897435899,178.28571428571428
2020-06-05,0.23112480739599386,0.0,0.15408320493066258,0.0,0.0,0.0,0.0,0.0,99.61479198767336,185.42857142857142
2020-06-06,0.22304832713754646,0.0,0.14869888475836432,0.0,0.0,0.0,0.0,0.0,99.62825278810409,192.14285714285714
2020-06-07,0.19556714471968706,0.0,0.1303780964797914,0.0,0.0,0.0,0.0,0.0,99.67405475880052,219.14285714285714
2020-06-08,0.1768867924528302,0.0,0.1179245283018868,0.0,0.0,0.0,0.0,0.0,99.7051886792453,242.28571428571428
2020-06-09,0.16629711751662968,0.0,0.11086474501108648,0.0,0.0,0.0,0.0,0.0,99.72283813747228,257.7142857142857
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,291.2857142857143
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,333.57142857142856
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,389.14285714285717
2020-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,421.7142857142857
2020-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,438.42857142857144
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,447.0
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,544.0
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,559.7142857142857
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,547.2857142857143
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,567.4285714285714
2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,577.7142857142857
2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,569.8571428571429
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,532.4285714285714
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,450.2857142857143
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,439.14285714285717
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,419.0
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,346.0
2020-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,302.14285714285717
2020-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,264.7142857142857
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,270.85714285714283
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,237.28571428571428
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,221.42857142857142
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,229.14285714285714
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,245.71428571428572
2020-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,252.85714285714286
2020-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,254.0
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,235.71428571428572
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,212.71428571428572
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,183.14285714285714
2020-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,151.71428571428572
2020-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,125.71428571428571
2020-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,110.14285714285714
2020-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,105.85714285714286
2020-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,108.28571428571429
2020-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,121.42857142857143
2020-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,150.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,172.42857142857142
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,188.14285714285714
2020-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,196.0
2020-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,202.71428571428572
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,212.0
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,205.28571428571428
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,187.71428571428572
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,177.28571428571428
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,176.28571428571428
2020-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,172.85714285714286
2020-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,171.71428571428572
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,172.42857142857142
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,170.85714285714286
2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,165.42857142857142
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,162.85714285714286
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,159.85714285714286
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,176.28571428571428
2020-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,187.57142857142858
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,188.85714285714286
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,205.85714285714286
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,225.85714285714286
2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,249.14285714285714
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,263.7142857142857
2020-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,255.85714285714286
2020-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,261.14285714285717
2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,347.2857142857143
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,364.57142857142856
2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,374.7142857142857
2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,380.2857142857143
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,384.2857142857143
2020-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,386.57142857142856
2020-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,376.2857142857143
2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,366.85714285714283
2020-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,382.57142857142856
2020-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,381.57142857142856
2020-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,408.0
2020-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,418.7142857142857
2020-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,408.2857142857143
2020-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,412.42857142857144
2020-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,402.42857142857144
2020-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,394.85714285714283
2020-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,425.14285714285717
2020-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,423.2857142857143
2020-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,434.57142857142856
2020-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,460.57142857142856
2020-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,508.42857142857144
2020-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,598.1428571428571
2020-09-01,0.03961180431768666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9603881956823,721.2857142857143
2020-09-02,0.040290088638195005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95970991136181,709.1428571428571
2020-09-03,0.04006410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9599358974359,713.1428571428571
2020-09-04,0.04037141703673799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95962858296326,707.7142857142857
2020-09-05,0.04076640847941296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95923359152059,700.8571428571429
2020-09-06,0.04399472063352398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95600527936647,649.4285714285714
2020-09-07,0.047950131862862615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95204986813712,595.8571428571429
2020-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,487.14285714285717
2020-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,565.1428571428571
2020-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,687.5714285714286
2020-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,699.2857142857143
2020-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,689.4285714285714
2020-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,696.1428571428571
2020-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,727.4285714285714
2020-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,726.7142857142857
2020-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,782.1428571428571
2020-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,673.7142857142857
2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,736.2857142857143
2020-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,802.7142857142857
2020-09-20,0.0165508109897385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98344918901026,863.1428571428571
2020-09-21,0.02841312686461145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9715868731354,1005.5714285714286
2020-09-22,0.027412280701754384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97258771929826,1042.2857142857142
2020-09-23,0.04474272930648769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95525727069351,957.8571428571429
